1 2 -1 1.417 3.1847 0 538.7512 18 1200 250 2 1
2 3 -1 0.92508 2.6789 0 98.9816 18 1200 250 2 1
3 3 -1 1.3337 3.6081 0 92.7517 18 1200 250 1 3
4 2 -1 1.2538 3.5012 0 88.4183 18 1200 250 2 2
5 3 -1 1.1727 2.2275 0 74.9737 18 1200 250 2 4
6 3 -1 0.50769 1.8215 0 56.5611 18 1200 250 1 3
7 3 -1 0.93086 1.5748 0 58.713 18 1200 250 1 4
8 1 -1 1.262 1.5611 0 63.7284 18 1200 250 2 1
9 2 -1 1.3238 2.4699 0 58.0193 18 1200 250 2 2
10 2 -1 0.89716 2.2137 0 53.8093 18 1200 250 1 4
11 3 -1 1.4112 2.8386 0 58.9046 18 1200 250 2 3
12 1 -1 0.52837 2.8573 0 60.8526 18 1200 250 2 2
13 2 -1 0.88346 2.0227 0 52.3337 18 1200 250 1 1
14 2 -1 0.76555 2.1475 0 51.8153 18 1200 250 1 4
15 3 -1 0.54682 2.3104 0 53.6275 18 1200 250 2 3
16 2 -1 0.081743 2.4272 0 51.7773 18 1200 250 1 4
17 3 -1 0.62762 1.8758 0 50.3451 18 1200 250 2 3
18 2 -1 1.144 1.7434 0 49.2358 18 1200 250 2 3
19 3 -1 0.13657 1.7979 0 50.1872 18 1200 250 1 3
20 3 -1 0.90179 1.7203 0 49.7989 18 1200 250 1 4
21 3 -1 0.77703 2.0503 0 49.117 18 1200 250 2 1
22 3 -1 1.1923 1.6272 0 51.9009 18 1200 250 2 3
23 3 -1 1.184 1.9019 0 50.9838 18 1200 250 1 2
24 1 -1 0.5165 2.8573 0 49.4034 18 1200 250 2 2
25 3 -1 0.46119 1.6697 0 49.7249 18 1200 250 1 3
26 2 -1 0.72342 2.4254 0 48.4593 18 1200 250 1 3
27 2 -1 0.8418 2.38 0 50.8312 18 1200 250 2 4
28 2 -1 0.20471 1.7127 0 50.1286 18 1200 250 1 3
29 3 -1 0.95645 3.3118 0 54.2344 18 1200 250 2 4
30 3 -1 0.70688 2.8086 0 49.7126 18 1200 250 1 2
31 2 -1 1.3439 2.9497 0 50.4806 18 1200 250 2 2
32 3 -1 1.3997 2.5745 0 55.6658 18 1200 250 2 2
33 2 -1 0.72553 2.4011 0 49.3564 18 1200 250 1 1
34 1 -1 0.082709 2.4254 0 49.5179 18 1200 250 1 4
35 1 -1 0.12911 1.8359 0 50.8986 18 1200 250 1 3
36 3 -1 0.73187 1.5712 0 49.7453 18 1200 250 2 1
37 1 -1 0.61722 1.6309 0 49.6919 18 1200 250 1 1
38 3 -1 1.4119 3.0024 0 53.4261 18 1200 250 2 2
