1 3 -1 0.74659 2.1759 0 135.4131 18 1200 300 1 1
2 1 -1 0.70688 2.8086 0 52.4036 18 1200 300 1 2
3 2 -1 0.87417 1.3607 0 56.0932 18 1200 300 2 3
4 2 -1 0.50455 2.8086 0 52.9152 18 1200 300 1 1
5 2 -1 0.94494 1.6042 0 57.9844 18 1200 300 2 4
6 2 -1 0.70688 2.8086 0 54.1419 18 1200 300 1 3
7 1 -1 0.12879 1.9041 0 54.6589 18 1200 300 1 2
8 3 -1 0.50455 2.8086 0 52.0932 18 1200 300 1 3
9 1 -1 1.3244 2.5709 0 53.554 18 1200 300 2 3
10 2 -1 0.8418 2.38 0 53.8481 18 1200 300 2 3
11 3 -1 1.0166 1.6148 0 58.4697 18 1200 300 2 2
12 2 -1 1.2086 1.5453 0 56.9516 18 1200 300 2 4
13 2 -1 0.28535 2.8086 0 54.2084 18 1200 300 1 4
14 3 -1 0.081219 2.4983 0 54.1363 18 1200 300 1 3
15 3 -1 0.9447 3.5006 0 61.0849 18 1200 300 2 4
16 2 -1 0.57939 1.8372 0 56.8181 18 1200 300 2 1
17 2 -1 0.5165 2.8573 0 52.7774 18 1200 300 2 4
18 3 -1 0.53352 2.3596 0 52.6608 18 1200 300 2 2
19 1 -1 1.0815 2.1875 0 52.3911 18 1200 300 2 4
20 3 -1 0.5165 2.8573 0 51.3043 18 1200 300 2 2
21 1 -1 0.52837 2.8573 0 51.9331 18 1200 300 2 2
22 3 -1 0.066161 2.8086 0 51.2003 18 1200 300 1 2
23 1 -1 0.28535 2.8086 0 52.3591 18 1200 300 1 3
24 2 -1 0.60566 1.7221 0 52.9497 18 1200 300 1 3
25 1 -1 0.066161 2.8086 0 51.5183 18 1200 300 1 4
26 3 -1 0.066161 2.8086 0 50.714 18 1200 300 1 3
27 2 -1 0.5165 2.8573 0 51.7155 18 1200 300 2 2
28 3 -1 0.50455 2.8086 0 51.227 18 1200 300 1 2
29 3 -1 0.99125 2.8573 0 51.5675 18 1200 300 2 3
30 3 -1 1.0055 2.5339 0 52.754 18 1200 300 2 1
31 2 -1 1.0308 2.2075 0 51.3392 18 1200 300 2 4
32 1 -1 0.95464 3.2349 0 59.6996 18 1200 300 2 4
33 1 -1 0.82509 2.8573 0 51.4673 18 1200 300 2 3
34 1 -1 0.53335 2.3448 0 52.1487 18 1200 300 2 2
35 1 -1 0.50455 2.8086 0 51.6228 18 1200 300 1 1
36 2 -1 0.59909 1.9386 0 51.5456 18 1200 300 1 2
37 2 -1 0.62796 1.9707 0 52.326 18 1200 300 2 4
38 2 -1 0.99125 2.8573 0 52.5317 18 1200 300 2 4
39 1 -1 0.62887 1.8731 0 52.1934 18 1200 300 2 1
40 3 -1 0.5594 2.044 0 53.003 18 1200 300 1 1
41 2 -1 1.008 2.38 0 51.9752 18 1200 300 2 3
42 3 -1 0.56258 2.2497 0 50.6074 18 1200 300 2 3
43 3 -1 0.079273 2.4788 0 51.5892 18 1200 300 1 3
44 1 -1 0.28535 2.8086 0 50.651 18 1200 300 1 2
45 3 -1 0.85403 2.2864 0 52.0329 18 1200 300 2 3
46 1 -1 0.70688 2.8086 0 50.4942 18 1200 300 1 1
47 2 -1 0.5165 2.8573 0 51.8337 18 1200 300 2 3
48 2 -1 0.50455 2.8086 0 51.6599 18 1200 300 1 1
49 3 -1 0.28535 2.8086 0 53.4127 18 1200 300 1 4
50 1 -1 0.81766 1.7472 0 54.0166 18 1200 300 1 4
51 1 -1 0.82509 2.8573 0 51.5812 18 1200 300 2 3
52 3 -1 0.93446 1.8366 0 52.2359 18 1200 300 2 1
53 1 -1 0.86376 2.1953 0 50.9119 18 1200 300 2 2
54 1 -1 0.93852 2.3451 0 57.9852 18 1200 300 2 4
55 2 -1 1.0977 1.8354 0 53.4983 18 1200 300 2 1
56 1 -1 0.28535 2.8086 0 50.5234 18 1200 300 1 3
57 2 -1 0.86273 2.3119 0 52.8809 18 1200 300 1 2
58 1 -1 0.50455 2.8086 0 51.7582 18 1200 300 1 2
59 3 -1 0.70688 2.8086 0 51.5809 18 1200 300 1 1
60 1 -1 0.94029 3.1539 0 58.8528 18 1200 300 2 4
61 2 -1 0.5165 2.8573 0 53.5549 18 1200 300 2 3
62 3 -1 0.28535 2.8086 0 52.7056 18 1200 300 1 1
63 2 -1 0.84182 2.4392 0 51.8724 18 1200 300 2 4
64 1 -1 0.066161 2.8086 0 52.7407 18 1200 300 1 3
65 2 -1 0.066161 2.8086 0 52.9754 18 1200 300 1 4
66 3 -1 0.68859 2.2562 0 53.0322 18 1200 300 2 1
67 3 -1 0.066161 2.8086 0 51.8281 18 1200 300 1 4
68 3 -1 0.11211 2.054 0 52.2282 18 1200 300 1 1
69 1 -1 0.066161 2.8086 0 52.8319 18 1200 300 1 2
70 2 -1 0.74315 2.2111 0 51.9245 18 1200 300 1 3
71 1 -1 0.85999 2.2672 0 52.7772 18 1200 300 2 3
72 3 -1 0.28535 2.8086 0 51.0133 18 1200 300 1 4
73 1 -1 1.0998 1.9165 0 52.5921 18 1200 300 2 4
74 1 -1 0.56012 2.3324 0 52.8968 18 1200 300 2 3
75 2 -1 0.83936 2.5339 0 51.2429 18 1200 300 2 1
76 3 -1 0.080235 2.4898 0 51.5578 18 1200 300 1 4
77 3 -1 1.0692 1.8799 0 51.3911 18 1200 300 2 4
78 3 -1 1.0081 2.3443 0 51.4987 18 1200 300 2 3
79 1 -1 0.29772 2.4707 0 52.3032 18 1200 300 1 4
80 3 -1 0.066161 2.8086 0 50.7238 18 1200 300 1 2
81 3 -1 0.7495 2.1354 0 51.9539 18 1200 300 1 4
82 3 -1 0.72599 2.1863 0 52.9087 18 1200 300 2 1
83 1 -1 0.82509 2.8573 0 51.7164 18 1200 300 2 2
84 3 -1 0.50455 2.8086 0 51.1791 18 1200 300 1 3
85 3 -1 0.71729 2.1559 0 52.6272 18 1200 300 2 1
86 1 -1 0.93491 2.982 0 53.7287 18 1200 300 2 4
87 1 -1 0.63499 2.25 0 51.0499 18 1200 300 1 1
88 1 -1 0.75208 2.01 0 51.4092 18 1200 300 1 2
89 3 -1 0.82509 2.8573 0 51.2646 18 1200 300 2 1
90 3 -1 0.52837 2.8573 0 52.1255 18 1200 300 2 2
91 1 -1 0.82509 2.8573 0 52.8847 18 1200 300 2 1
92 2 -1 0.52837 2.8573 0 51.4554 18 1200 300 2 1
93 2 -1 1.3396 1.633 0 53.8746 18 1200 300 2 1
94 3 -1 1.1243 1.9827 0 54.0001 18 1200 300 2 4
95 2 -1 1.0335 1.6661 0 54.9755 18 1200 300 1 4
96 1 -1 0.69314 2.0393 0 56.1415 18 1200 300 2 1
97 2 -1 0.61259 2.0031 0 53.2963 18 1200 300 1 3
98 3 -1 0.53283 2.2373 0 51.2473 18 1200 300 1 4
99 3 -1 0.34908 2.1345 0 52.9337 18 1200 300 1 2
100 1 -1 0.28535 2.8086 0 51.9553 18 1200 300 1 1
101 1 -1 0.51691 2.4707 0 50.9272 18 1200 300 1 3
102 1 -1 0.52837 2.8573 0 51.3828 18 1200 300 2 2
103 3 -1 0.53165 2.4894 0 53.7941 18 1200 300 2 1
104 3 -1 0.28535 2.8086 0 49.6125 18 1200 250 1 2
105 1 -1 0.82509 2.8573 0 49.8727 18 1200 250 2 1
106 2 -1 0.54808 2.0732 0 48.8899 18 1200 250 1 2
107 3 -1 0.52837 2.8573 0 49.4893 18 1200 250 2 2
108 2 -1 0.99125 2.8573 0 49.7309 18 1200 250 2 1
109 2 -1 0.64637 2.4836 0 50.8246 18 1200 250 2 1
110 2 -1 0.93322 1.6536 0 52.2064 18 1200 250 2 3
111 3 -1 0.70688 2.8086 0 50.1819 18 1200 250 1 2
112 3 -1 0.078526 2.4707 0 48.937 18 1200 250 1 1
113 1 -1 0.50455 2.8086 0 50.0666 18 1200 250 1 3
114 3 -1 0.67435 1.8834 0 49.8246 18 1200 250 2 1
115 1 -1 0.65731 2.2045 0 49.7644 18 1200 250 2 1
116 2 -1 0.52837 2.8573 0 49.3655 18 1200 250 2 2
117 1 -1 0.82509 2.8573 0 49.4559 18 1200 250 2 1
118 3 -1 0.50455 2.8086 0 49.5743 18 1200 250 1 3
119 1 -1 1.0389 1.9134 0 49.9671 18 1200 250 2 2
120 1 -1 0.70688 2.8086 0 49.8601 18 1200 250 1 1
121 1 -1 0.53324 2.4392 0 50.1131 18 1200 250 2 2
122 3 -1 0.70688 2.8086 0 49.2304 18 1200 250 1 2
123 1 -1 0.1569 2.1376 0 49.9806 18 1200 250 1 4
124 3 -1 0.84233 2.3455 0 50.2023 18 1200 250 2 4
125 3 -1 0.28535 2.8086 0 49.3647 18 1200 250 1 3
126 3 -1 1.1314 1.7406 0 51.0374 18 1200 250 2 4
127 1 -1 0.5165 2.8573 0 51.8796 18 1200 250 2 3
128 3 -1 0.89856 2.5779 0 50.6458 18 1200 250 2 4
129 2 -1 0.36482 1.8891 0 50.4957 18 1200 250 1 1
130 3 -1 0.79712 2.1554 0 49.8791 18 1200 250 1 4
131 1 -1 0.55716 2.2835 0 48.9204 18 1200 250 2 3
132 1 -1 0.066161 2.8086 0 49.0054 18 1200 250 1 1
133 2 -1 0.55686 2.2785 0 49.2685 18 1200 250 2 3
134 3 -1 0.99125 2.8573 0 49.6893 18 1200 250 2 1
135 3 -1 0.95694 1.6629 0 50.6355 18 1200 250 1 3
136 1 -1 0.9205 1.6955 0 50.5765 18 1200 250 2 4
137 3 -1 0.5165 2.8573 0 50.4505 18 1200 250 2 2
138 1 -1 0.70688 2.8086 0 49.4376 18 1200 250 1 2
139 1 -1 0.72266 2.428 0 48.5397 18 1200 250 1 3
140 1 -1 0.28535 2.8086 0 50.3827 18 1200 250 1 3
141 2 -1 0.8583 2.2978 0 48.8828 18 1200 250 2 1
142 3 -1 0.75592 2.3544 0 49.8231 18 1200 250 2 4
143 2 -1 0.86479 2.0228 0 49.9688 18 1200 250 2 4
144 1 -1 0.69625 2.5795 0 49.5229 18 1200 250 2 1
145 2 -1 0.28535 2.8086 0 48.9247 18 1200 250 1 1
146 3 -1 0.7242 2.4255 0 49.1173 18 1200 250 1 4
147 2 -1 0.66171 2.1576 0 48.9291 18 1200 250 2 1
148 2 -1 0.066161 2.8086 0 49.3017 18 1200 250 1 4
149 3 -1 1.0015 1.4918 0 50.4467 18 1200 250 2 2
150 2 -1 0.36919 2.2721 0 49.9679 18 1200 250 1 2
151 2 -1 0.82692 1.6864 0 50.9269 18 1200 250 1 2
152 1 -1 0.88923 1.6922 0 49.7036 18 1200 250 2 4
153 3 -1 0.83756 2.0006 0 50.4496 18 1200 250 1 1
154 3 -1 0.82565 1.9126 0 50.2255 18 1200 250 2 4
155 1 -1 0.29904 2.4853 0 49.2692 18 1200 250 1 1
156 1 -1 0.28535 2.8086 0 51.5263 18 1200 250 1 3
157 3 -1 0.70688 2.8086 0 50.1667 18 1200 250 1 2
158 1 -1 0.50455 2.8086 0 49.655 18 1200 250 1 3
159 2 -1 0.74023 1.836 0 51.1242 18 1200 250 1 4
160 2 -1 0.54555 2.3447 0 49.6097 18 1200 250 2 4
161 2 -1 1.1253 1.7346 0 49.8409 18 1200 250 2 4
162 2 -1 0.5165 2.8573 0 49.2673 18 1200 250 2 4
163 2 -1 0.89739 1.8288 0 49.8584 18 1200 250 2 2
164 3 -1 1.0077 2.4883 0 49.3621 18 1200 250 2 2
165 2 -1 0.066161 2.8086 0 49.8826 18 1200 250 1 3
166 1 -1 0.72584 1.544 0 49.2544 18 1200 250 2 1
167 1 -1 0.5165 2.8573 0 49.8516 18 1200 250 2 2
168 3 -1 0.50455 2.8086 0 51.1569 18 1200 250 1 2
